feature_name,importance
desc,1.0
annual_inc,0.9113510514532192
int_rate,0.7596572011283694
title,0.6655526713346396
term,0.647081057698521
inq_last_6mths,0.41540366060983996
grade,0.27771070570823836
revol_util,0.23915494579349889
purpose,0.2280780887176975
sub_grade,0.21503409792550743
loan_amnt,0.14169559215401545
emp_title,0.11333017095291369
zip_code,0.10361452498723624
